Table Index,Row Index,Original English,Thai Translation,Status
1,1465, , ,Skipped/Protected
1,1466,"Professor Malee: Yes, it sure does. The biodegradation rates of plastics are higher at higher temperatures due to the increased microbial activity. Sunlight and heat improves the degradation activity of plastic waste.  ",ศาสตราจารย์มาลี: ใช่ เป็นเช่นนั้น อัตราการย่อยสลายทางชีวภาพของพลาสติกจะสูงขึ้นที่อุณหภูมิสูงขึ้นเนื่องจากกิจกรรมของจุลินทรีย์เพิ่มขึ้น แสงแดดและความร้อนช่วยเพิ่มกิจกรรมการย่อยสลายของขยะพลาสติก,Translated
1,1467, , ,Skipped/Protected
1,1468,"This can be problematic because faster degradation often leads to the generation of smaller plastic fragments and microplastics, which can persist in the environment, spread more easily, and pose risks to ecosystems and human health. ",สิ่งนี้อาจเป็นปัญหาได้เนื่องจากการย่อยสลายที่รวดเร็วมักนำไปสู่การสร้างเศษพลาสติกและไมโครพลาสติกที่มีขนาดเล็กลง ซึ่งสามารถคงอยู่ในสิ่งแวดล้อม แพร่กระจายได้ง่ายขึ้น และก่อให้เกิดความเสี่ยงต่อระบบนิเวศและสุขภาพของมนุษย์,Translated
1,1469,Plastic Lifecycle and Climate Change Impact,วงจรชีวิตพลาสติกและผลกระทบต่อการเปลี่ยนแปลงสภาพภูมิอากาศ,Translated
1,1470,Plastic Lifecycle and Climate Change Impact,วงจรชีวิตพลาสติกและผลกระทบต่อการเปลี่ยนแปลงสภาพภูมิอากาศ,Translated
1,1471,"Nearly every piece of plastic begins as a fossil fuel, and greenhouse gases are emitted at each of each stage of the plastic lifecycle.",พลาสติกเกือบทุกชิ้นเริ่มต้นจากเชื้อเพลิงฟอสซิล และก๊าซเรือนกระจกจะถูกปล่อยออกมาในแต่ละขั้นตอนของวงจรชีวิตของพลาสติก,Translated
1,1472,Do you know that plastics generate heat-trapping gases at every stage of their lifecycle?,คุณรู้หรือไม่ว่าพลาสติกสร้างก๊าซกักความร้อนในทุกขั้นตอนของวงจรชีวิต,Translated
1,1473,Refining and production,การกลั่นและการผลิต,Translated
1,1474,Manufacturing,การผลิต,Translated
1,1475,Disposal,การกำจัด,Translated
1,1476,Post-Disposal environmental impact,ผลกระทบต่อสิ่งแวดล้อมหลังการกำจัด,Translated
1,1477,Extraction and transport,การสกัดและการขนส่ง,Translated
1,1478,"Globally, carbon dioxide emissions from ethylene production are projected to expand by 34% between 2015 and 2030.",การปล่อยก๊าซคาร์บอนไดออกไซด์จากการผลิตเอทิลีนทั่วโลกคาดว่าจะขยายตัว 34% ระหว่างปี 2558 ถึง 2573,Translated
1,1479,12.5–13.5 million metric CO2 / Year ,12.5–13.5 ล้านเมตริก CO2 / ปี,Translated
1,1480,(U.S. Natural gas for plastic feedstocks),(ก๊าซธรรมชาติของสหรัฐอเมริกาสำหรับวัตถุดิบพลาสติก),Translated
1,1481,Ethylene production = 45 emissions / Year global emissions (2015–2030),การผลิตเอทิลีน = การปล่อยก๊าซ 45 ครั้ง / ปี การปล่อยก๊าซเรือนกระจกทั่วโลก (พ.ศ. 2558–2573),Translated
1,1482,"Source: Pischedda, A., Tosin, M., & Degli-Innocenti, F. (2019). Biodegradation of plastics in soil: The effect of temperature. Polymer Degradation and Stability, 170, 109017. ","ที่มา: Pischedda, A., Tosin, M., & Degli-Innocenti, F. (2019) การย่อยสลายทางชีวภาพของพลาสติกในดิน: ผลของอุณหภูมิ การย่อยสลายและความเสถียรของโพลีเมอร์ 170, 109017",Translated
1,1483,"Anya: Guys, do you know that plastics generate heat-trapping gases at every stage of their lifecycle? Nearly every piece of plastic begins as a fossil fuel, and greenhouse gases are emitted. ",อันย่า: เพื่อนๆ รู้ไหมว่าพลาสติกสร้างก๊าซกักความร้อนในทุกขั้นตอนของวงจรชีวิต พลาสติกเกือบทุกชิ้นเริ่มต้นจากเชื้อเพลิงฟอสซิล และปล่อยก๊าซเรือนกระจก,Translated
1,1484, , ,Skipped/Protected
1,1485,"Professor Malee: Yes, From the moment fossil fuels are extracted…to refining and production…to manufacturing…to disposal…and even after plastic reaches oceans and land, it releases greenhouse gases. ",ศาสตราจารย์มาลี: ใช่ ตั้งแต่วินาทีที่เชื้อเพลิงฟอสซิลถูกสกัด…ไปจนถึงการกลั่นและการผลิต…ไปจนถึงการผลิต…เพื่อกำจัด…และแม้กระทั่งหลังจากที่พลาสติกไปถึงมหาสมุทรและบนบก มันก็จะปล่อยก๊าซเรือนกระจกออกมา,Translated
1,1486, , ,Skipped/Protected
1,1487,Extraction and transportation of these fossil fuels is a carbon-intensive activity. Around 12.5 to 13.5 million metric tons of carbon dioxide equivalent are emitted per year while extracting and transporting natural gas to create feedstocks for plastics in the United States.  ,การสกัดและการขนส่งเชื้อเพลิงฟอสซิลเหล่านี้เป็นกิจกรรมที่ต้องใช้คาร์บอนมาก มีการปล่อยก๊าซคาร์บอนไดออกไซด์เทียบเท่าประมาณ 12.5 ถึง 13.5 ล้านตันต่อปี ในขณะที่ทำการสกัดและขนส่งก๊าซธรรมชาติเพื่อสร้างวัตถุดิบตั้งต้นสำหรับพลาสติกในสหรัฐอเมริกา,Translated
1,1488, , ,Skipped/Protected
1,1489,"Plastics refining is also greenhouse-gas intensive. The chemical ethylene, used to make plastic, produces emissions equal to 45 million cars every year. Globally, carbon dioxide emissions from ethylene production are projected to expand by 34% between 2015 and 2030.",การกลั่นพลาสติกก็ต้องใช้ก๊าซเรือนกระจกเช่นกัน สารเคมีเอทิลีนที่ใช้ทำพลาสติก ปล่อยก๊าซเรือนกระจกเท่ากับ 45 ล้านคันต่อปี การปล่อยก๊าซคาร์บอนไดออกไซด์จากการผลิตเอทิลีนทั่วโลกคาดว่าจะขยายตัว 34% ระหว่างปี 2558 ถึง 2573,Translated
1,1490,Plastics Production and GHG Emissions,การผลิตพลาสติกและการปล่อยก๊าซเรือนกระจก,Translated
1,1491,Plastics Production and GHG Emissions,การผลิตพลาสติกและการปล่อยก๊าซเรือนกระจก,Translated
1,1492,Annual Emissions from Plastic Lifecycle,การปล่อยก๊าซเรือนกระจกประจำปีจากวงจรชีวิตพลาสติก,Translated
1,1493,615 coal ,615 ถ่านหิน,Translated
1,1494,plants,พืช,Translated
1,1495,"You bet! Globally, letting plastic grow unchecked is like adding hundreds of coal plants to the planet. ",คุณเดิมพัน! ทั่วโลก การปล่อยให้พลาสติกเติบโตอย่างไม่ควบคุมก็เหมือนกับการเพิ่มโรงงานถ่านหินหลายร้อยแห่งให้กับโลก,Translated
1,1496,295 coal ,295 ถ่านหิน,Translated
1,1497,plants,พืช,Translated
1,1498,189 coal ,189 ถ่านหิน,Translated
1,1499,plants,พืช,Translated
1,1500,1.34 Gt CO2-e,1.34 Gt CO2-e,Skipped/Protected
1,1501,2.80 Gt CO2-e,2.80 Gt CO2-e,Skipped/Protected
1,1502,0.86 Gt CO2-e,0.86 Gt CO2-e,Skipped/Protected
1,1503,"So, these plastic bottles that people so casually dispose off are causing serious problems to the environment?",แล้วขวดพลาสติกที่คนทั่วไปทิ้งกันอย่างไม่ได้ตั้งใจนั้นก่อให้เกิดปัญหาร้ายแรงต่อสิ่งแวดล้อมใช่ไหม?,Translated
1,1504,2019,2019,Skipped/Protected
1,1505,2030,2030,Skipped/Protected
1,1506,2050,2050,Skipped/Protected
1,1507,Pennsylvania Production Case Study,กรณีศึกษาการผลิตของเพนซิลเวเนีย,Translated
1,1508,Select Pennsylvania Production Case Study to download and view an example.,เลือกกรณีศึกษาการผลิตของเพนซิลเวเนียเพื่อดาวน์โหลดและดูตัวอย่าง,Translated
1,1509,"Source: EARLY RELEASE “State of Plastics Waste in Asia and the-Pacific - Issues, Challenges and Circular Economic Opportunities”, UNCRD, August 2019  ","ที่มา: EARLY RELEASE “State of Plastics Waste in Asia and the-Pacific - Issues, Challenges and Circular Economic Opportunities”, UNCRD, สิงหาคม 2019",Translated
1,1510,"Plastic & Climate: The Hidden Costs of a Plastic Planet, CIEL May 2019",พลาสติกและสภาพอากาศ: ต้นทุนที่ซ่อนอยู่ของโลกพลาสติก CIEL พฤษภาคม 2019,Translated
1,1511,"Nisha: So, these plastic bottles that people so casually dispose off are causing serious problems to the environment? ",นิชา: แล้วขวดพลาสติกที่คนทั่วไปทิ้งกันอย่างไม่ตั้งใจเหล่านี้ก่อให้เกิดปัญหาร้ายแรงต่อสิ่งแวดล้อมเหรอ?,Translated
1,1512, , ,Skipped/Protected
1,1513,"Anya: You bet! Globally, letting plastic grow unchecked is like adding hundreds of coal plants to the planet. By 2050, plastic emissions could reach 2.8 billion tons of carbon dioxide per year which is like adding over 600 coal plants. ",อันย่า: คุณเดิมพัน! ทั่วโลก การปล่อยให้พลาสติกเติบโตอย่างไม่ควบคุมก็เหมือนกับการเพิ่มโรงงานถ่านหินหลายร้อยแห่งให้กับโลก ภายในปี 2593 การปล่อยพลาสติกอาจสูงถึง 2.8 พันล้านตันคาร์บอนไดออกไซด์ต่อปี ซึ่งเหมือนกับการเพิ่มโรงงานถ่านหินกว่า 600 แห่ง,Translated
1,1514, , ,Skipped/Protected
1,1515,Narrator: Select Pennsylvania Production Case Study to download and view an example. ,ผู้บรรยาย: เลือกกรณีศึกษาการผลิตของเพนซิลเวเนีย เพื่อดาวน์โหลดและดูตัวอย่าง,Translated
1,1516, , ,Skipped/Protected
1,1517, , ,Skipped/Protected
1,1518,Plastics Production and GHG Emissions (Cont.),การผลิตพลาสติกและการปล่อยก๊าซเรือนกระจก (ต่อ),Translated
1,1519,Plastics Production and GHG Emissions (Cont.),การผลิตพลาสติกและการปล่อยก๊าซเรือนกระจก (ต่อ),Translated
1,1520,Greenhouse gas emissions ,การปล่อยก๊าซเรือนกระจก,Translated
1,1521,from the ,จาก,Translated
1,1522,plastic lifecycle ,วงจรชีวิตของพลาสติก,Translated
1,1523,threaten the ability of the global community to keep global temperature rising below ,คุกคามความสามารถของประชาคมโลกในการรักษาอุณหภูมิโลกให้สูงขึ้นต่ำกว่า,Translated
1,1524,1.5o C,1.5o ซี,Translated
1,1525,.,.,Skipped/Protected
1,1526,"By 2050, the greenhouse gas emissions from plastic could reach over",ภายในปี 2593 การปล่อยก๊าซเรือนกระจกจากพลาสติกจะเพิ่มมากขึ้น,Translated
1,1527,2.75 billion ,2.75 พันล้าน,Translated
1,1528,Metric Tons C02e.,เมตริกตัน C02e.,Translated
1,1529,"So, burning plastic is bad… but production is even worse?",ดังนั้นการเผาพลาสติกนั้นแย่… แต่การผลิตกลับแย่ลงไปอีกเหรอ?,Translated
1,1530,Accounts for ,บัญชีสำหรับ,Translated
1,1531,10-13% ,10-13%,Translated
1,1532,of the entire remaining carbon budget,ของงบประมาณคาร์บอนที่เหลือทั้งหมด,Translated
1,1533,More than 60% ,มากกว่า 60%,Translated
1,1534,of all,ของทั้งหมด,Translated
1,1535, , ,Skipped/Protected
1,1536,plastic emissions occur ,การปล่อยพลาสติกเกิดขึ้น,Translated
1,1537,before,ก่อน,Translated
1,1538, plastic is even made.,พลาสติกก็ทำขึ้นมาด้วยซ้ำ,Translated
1,1539,Nearly ,เกือบ,Translated
1,1540,two-thirds ,สองในสาม,Translated
1,1541,of greenhouse emissions are produced in the early stages,การปล่อยก๊าซเรือนกระจกจะเกิดขึ้นในระยะแรก,Translated
1,1542,Fossil fuel extraction,การสกัดเชื้อเพลิงฟอสซิล,Translated
1,1543,Plastic production,การผลิตพลาสติก,Translated
1,1544,Resin,เรซิน,Translated
1,1545,Professor Malee: Greenhouse gas emissions from the plastic lifecycle threaten the ability of the global community to keep global temperature rising below 1.,ศาสตราจารย์มาลี: การปล่อยก๊าซเรือนกระจกจากวงจรชีวิตของพลาสติกคุกคามความสามารถของประชาคมโลกในการรักษาอุณหภูมิโลกให้สูงขึ้นต่ำกว่า 1,Translated
1,1546,5o,5o,Skipped/Protected
1,1547," C. By 2050, the greenhouse gas emissions from plastic could reach over 2.75 billion metric tons of carbon dioxide equivalents. This accounts for 10-13% of the entire remaining carbon budget. ",C. ภายในปี 2593 การปล่อยก๊าซเรือนกระจกจากพลาสติกอาจมีปริมาณคาร์บอนไดออกไซด์เทียบเท่ามากกว่า 2.75 พันล้านเมตริกตัน ซึ่งคิดเป็น 10-13% ของงบประมาณคาร์บอนที่เหลือทั้งหมด,Translated
1,1548, , ,Skipped/Protected
1,1549,Here’s something surprising. More than sixty percent of all plastic emissions occur before plastic is even made. ,นี่คือสิ่งที่น่าแปลกใจ มากกว่าหกสิบเปอร์เซ็นต์ของการปล่อยพลาสติกทั้งหมดเกิดขึ้นก่อนที่จะมีการผลิตพลาสติกด้วยซ้ำ,Translated
1,1550, , ,Skipped/Protected
1,1551,"Daniel: So, burning plastic is bad… but production is even worse? ",แดเนียล: เอาล่ะ การเผาพลาสติกนั้นไม่ดี… แต่การผลิตกลับแย่ลงไปอีกเหรอ?,Translated
1,1552, , ,Skipped/Protected
1,1553,"Professor Malee: That’s right! Nearly two-thirds of greenhouse emissions are produced in the early stages, from fossil fuel extraction through the production of resin. ",ศาสตราจารย์มาลี: ถูกต้อง! เกือบสองในสามของการปล่อยก๊าซเรือนกระจกเกิดขึ้นในระยะแรก จากการสกัดเชื้อเพลิงฟอสซิลไปจนถึงการผลิตเรซิน,Translated
1,1554, , ,Skipped/Protected
1,1555,Plastic Lifecycle: Recycling,วงจรชีวิตพลาสติก: การรีไซเคิล,Translated
1,1556,Plastic Lifecycle: Recycling,วงจรชีวิตพลาสติก: การรีไซเคิล,Translated
1,1557,Cheap Virgin Plastic,พลาสติกเวอร์จินราคาถูก,Translated
1,1558, , ,Skipped/Protected
1,1559,Environmental cost not included in price,ต้นทุนด้านสิ่งแวดล้อมไม่รวมอยู่ในราคา,Translated
1,1560,Struggling Recycling,การรีไซเคิลที่ดิ้นรน,Translated
1,1561, , ,Skipped/Protected
1,1562,High costs and poor systems,ต้นทุนสูงและระบบไม่ดี,Translated
1,1563,"To reduce emissions, we must reduce the demand for virgin plastic. ",เพื่อลดการปล่อยก๊าซเรือนกระจก เราต้องลดความต้องการพลาสติกบริสุทธิ์,Translated
1,1564,"Then, why don’t we just stop producing virgin polymer if it’s so harmful?",ถ้าอย่างนั้น ทำไมเราไม่หยุดผลิตโพลีเมอร์บริสุทธิ์ถ้ามันอันตรายมาก?,Translated
1,1565,Recycling of plastics avoids 80% of use energy. ,การรีไซเคิลพลาสติกช่วยลดการใช้พลังงานได้ถึง 80%,Translated
1,1566,"Niranjan, A. (2020). Oil companies pivot to plastics to stave off losses from fuel demand. Retrieved on 1ST JUNE 2020from, ","นิรันดร์จัน, อ. (2020). บริษัทน้ำมันหันมาใช้พลาสติกเพื่อป้องกันความสูญเสียจากความต้องการเชื้อเพลิง สืบค้นเมื่อวันที่ 1 มิถุนายน 2020จาก,",Translated
1,1567,https://www.dw.com/en/plastic-oil-petrochemicals-coronavirus/a-52834661 ,https://www.dw.com/en/plastic-oil-petrochemicals-coronavirus/a-52834661 ,Skipped/Protected
1,1568,"Professor Malee: So, if we want to reduce emissions, we must reduce the demand for virgin plastic. One of the most powerful tools we have is recycling. Recycling plastic can save up to 80% of the energy needed to make new plastic from crude oil. ",ศาสตราจารย์มาลี: ดังนั้นหากเราต้องการลดการปล่อยก๊าซเรือนกระจก เราต้องลดความต้องการพลาสติกบริสุทธิ์ลง หนึ่งในเครื่องมือที่ทรงพลังที่สุดที่เรามีคือการรีไซเคิล พลาสติกรีไซเคิลสามารถประหยัดพลังงานได้ถึง 80% ที่จำเป็นในการผลิตพลาสติกใหม่จากน้ำมันดิบ,Translated
1,1569, , ,Skipped/Protected
1,1570,"Daniel: Then, why don’t we just stop producing virgin polymer if it’s so harmful? ",แดเนียล: ถ้าอย่างนั้น ทำไมเราไม่หยุดผลิตโพลีเมอร์บริสุทธิ์ถ้ามันอันตรายขนาดนั้น?,Translated
1,1571, , ,Skipped/Protected
1,1572,"Professor Malee: Virgin plastic remains cheap because the environmental cost is not included in its price. Meanwhile, recycling struggles due to weak collection systems, higher operational costs, poor infrastructure and other such factors. ",ศาสตราจารย์มาลี: พลาสติกบริสุทธิ์ยังคงมีราคาถูกเพราะต้นทุนด้านสิ่งแวดล้อมไม่ได้รวมอยู่ในราคาของมัน ในขณะเดียวกัน การรีไซเคิลต้องดิ้นรนเนื่องจากระบบการรวบรวมที่อ่อนแอ ต้นทุนการดำเนินงานที่สูงขึ้น โครงสร้างพื้นฐานที่ไม่ดี และปัจจัยอื่น ๆ,Translated
1,1573,Feedback Loop for Plastics and GHG Emissions,วงจรป้อนกลับสำหรับพลาสติกและการปล่อยก๊าซเรือนกระจก,Translated
1,1574,Feedback Loop for Plastics and GHG Emissions ,วงจรป้อนกลับสำหรับพลาสติกและการปล่อยก๊าซเรือนกระจก,Translated
1,1575,"It’s a feedback loop, and it accelerates climate change.",มันเป็นวงจรตอบรับและเร่งการเปลี่ยนแปลงสภาพภูมิอากาศ,Translated
1,1576,Increased breakdown of Plastics,การแตกตัวของพลาสติกเพิ่มขึ้น,Translated
1,1577,"The hotter it gets, the more pollution plastic creates?",ยิ่งร้อน พลาสติกก็ยิ่งสร้างมลภาวะ?,Translated
1,1578,Increase of the temperature in the planet,อุณหภูมิที่เพิ่มขึ้นในโลก,Translated
1,1579,Increased release of GHG emissions,ปล่อยก๊าซเรือนกระจกเพิ่มขึ้น,Translated
1,1580,"Professor Malee: Now here’s the dangerous cycle. As temperatures increase, plastic breaks down faster. ",ศาสตราจารย์มาลี: มาถึงวงจรอันตรายแล้ว เมื่ออุณหภูมิเพิ่มขึ้น พลาสติกจะแตกตัวเร็วขึ้น,Translated
1,1581, , ,Skipped/Protected
1,1582,"As plastic breaks down, it releases methane and ethylene which are powerful greenhouse gases. These warm the planet even more. That means plastic and climate change feed each other. ",เมื่อพลาสติกแตกตัว จะปล่อยมีเทนและเอทิลีนซึ่งเป็นก๊าซเรือนกระจกที่ทรงพลัง สิ่งเหล่านี้ทำให้โลกอบอุ่นมากยิ่งขึ้น นั่นหมายถึงพลาสติกและการเปลี่ยนแปลงสภาพภูมิอากาศจะป้อนกัน,Translated
1,1583, , ,Skipped/Protected
1,1584,"Nisha: So, the hotter it gets, the more pollution plastic creates? ",นิชา: ยิ่งร้อนเท่าไหร่ พลาสติกก็ยิ่งสร้างมลภาวะมากขึ้น?,Translated
1,1585, , ,Skipped/Protected
1,1586,"Professor Malee: Exactly. It’s a feedback loop, and it accelerates climate change. ",ศาสตราจารย์มาลี: ถูกต้องครับ มันเป็นวงจรตอบรับและเร่งการเปลี่ยนแปลงสภาพภูมิอากาศ,Translated
1,1587,Controlling of Carbon dioxide Level,การควบคุมระดับคาร์บอนไดออกไซด์,Translated
1,1588,Controlling of Carbon dioxide Level,การควบคุมระดับคาร์บอนไดออกไซด์,Translated
1,1589,Recycling should be made economically attractive.,การรีไซเคิลควรทำให้มีความน่าสนใจทางเศรษฐกิจ,Translated
1,1590,Waste management alone is not enough. ,การจัดการขยะเพียงอย่างเดียวไม่เพียงพอ,Translated
1,1591,Governments must introduce stronger policies and apply proper taxation.,รัฐบาลจะต้องแนะนำนโยบายที่เข้มงวดขึ้นและใช้การเก็บภาษีที่เหมาะสม,Translated
1,1592,"To fight climate change, we must reduce extraction, increase recycling, and redesign the system.",เพื่อต่อสู้กับการเปลี่ยนแปลงสภาพภูมิอากาศ เราต้องลดการสกัด เพิ่มการรีไซเคิล และออกแบบระบบใหม่,Translated
1,1593,"Without policy support, the market will always choose cheap pollution over sustainability.",หากไม่มีการสนับสนุนด้านนโยบาย ตลาดจะเลือกมลพิษราคาถูกมากกว่าความยั่งยืนเสมอ,Translated
1,1594,"Anya: Plastic’s life cycle makes one thing clear. Waste management alone is not enough. To fight climate change, we must reduce extraction, increase recycling, and redesign the system. ",อันย่า: วงจรชีวิตของพลาสติกทำให้มีสิ่งหนึ่งที่ชัดเจน การจัดการขยะเพียงอย่างเดียวไม่เพียงพอ เพื่อต่อสู้กับการเปลี่ยนแปลงสภาพภูมิอากาศ เราต้องลดการสกัด เพิ่มการรีไซเคิล และออกแบบระบบใหม่,Translated
1,1595, , ,Skipped/Protected
1,1596,Nisha: I think governments must introduce stronger policies and apply proper taxation. ,นิชา: ฉันคิดว่ารัฐบาลจะต้องแนะนำนโยบายที่เข้มงวดขึ้นและใช้การเก็บภาษีที่เหมาะสม,Translated
1,1597, , ,Skipped/Protected
1,1598,Daniel: Yes; and make recycling economically attractive. ,แดเนียล: ใช่; และทำให้การรีไซเคิลมีความน่าสนใจทางเศรษฐกิจ,Translated
1,1599, , ,Skipped/Protected
1,1600,"Without policy support, the market will always choose cheap pollution over expensive sustainability. ",หากไม่มีการสนับสนุนนโยบาย ตลาดจะเลือกมลพิษราคาถูกมากกว่าความยั่งยืนที่มีราคาแพง,Translated
1,1601,Plastic Waste Management Options,ทางเลือกการจัดการขยะพลาสติก,Translated
1,1602,Plastic Waste Management Options,ทางเลือกการจัดการขยะพลาสติก,Translated
1,1603,Not all plastic waste management options affect the climate in the same way.,ตัวเลือกการจัดการขยะพลาสติกบางตัวเลือกไม่ได้ส่งผลต่อสภาพอากาศในลักษณะเดียวกัน,Translated
1,1604,Incineration,การเผา,Translated
1,1605,Landfilling,การฝังกลบ,Translated
1,1606,Recycling,การรีไซเคิล,Translated
1,1607,Plastic-to-fuel,พลาสติกเป็นเชื้อเพลิง,Translated
1,1608,Select each option to explore its greenhouse gas emissions and environmental trade-offs.,เลือกแต่ละตัวเลือกเพื่อสำรวจการปล่อยก๊าซเรือนกระจกและการแลกเปลี่ยนด้านสิ่งแวดล้อม,Translated
1,1609,Professor Malee: Not all plastic waste management options affect the climate in the same way. ,ศาสตราจารย์มาลี: ทางเลือกในการจัดการขยะพลาสติกบางประเภทไม่ได้ส่งผลต่อสภาพอากาศในลักษณะเดียวกัน,Translated
1,1610, , ,Skipped/Protected
1,1611,Narrator: Select each option to explore its greenhouse gas emissions and environmental trade-offs. ,ผู้บรรยาย: เลือกแต่ละตัวเลือกเพื่อสำรวจการปล่อยก๊าซเรือนกระจกและการแลกเปลี่ยนด้านสิ่งแวดล้อม,Translated
1,1612, , ,Skipped/Protected
1,1613,Professor Malee:  ,ศาสตราจารย์มาลี:,Translated
1,1614,Incineration: ,การเผา:,Translated
1,1615,"Incineration is often seen as a quick disposal solution. However, burning one metric ton of plastic releases 2.9 tons of carbon dioxide equivalent. If plastic production and incineration continue to grow, emissions could reach 49 million metric tons by 2030 and 91 million metric tons by 2050. This makes incineration one of the most carbon-intensive waste management options. ",การเผามักถูกมองว่าเป็นวิธีการกำจัดที่รวดเร็ว อย่างไรก็ตาม การเผาไหม้พลาสติกหนึ่งเมตริกตันจะปล่อยก๊าซคาร์บอนไดออกไซด์เทียบเท่ากับ 2.9 ตัน หากการผลิตพลาสติกและการเผายังคงเติบโตต่อไป การปล่อยก๊าซเรือนกระจกอาจสูงถึง 49 ล้านเมตริกตันภายในปี 2573 และ 91 ล้านเมตริกตันภายในปี 2593 ซึ่งทำให้การเผาเป็นหนึ่งในทางเลือกการจัดการขยะที่มีคาร์บอนเข้มข้นที่สุด,Translated
1,1616, , ,Skipped/Protected
1,1617,Landfilling: ,การฝังกลบ:,Translated
1,1618,"Landfilling plastic waste produces fewer greenhouse gas emissions than incineration. Most emissions come from sorting, handling, and transportation. However, landfilling is not sustainable. Seventy-five percent of plastics end up in landfills, where decomposing waste generates acids and releases heavy metals, harming soil and water systems. ",ขยะพลาสติกที่ฝังกลบก่อให้เกิดการปล่อยก๊าซเรือนกระจกน้อยกว่าการเผา การปล่อยมลพิษส่วนใหญ่มาจากการคัดแยก การจัดการ และการขนส่ง อย่างไรก็ตาม การฝังกลบนั้นไม่ยั่งยืน พลาสติกเจ็ดสิบห้าเปอร์เซ็นต์จบลงที่หลุมฝังกลบ ซึ่งของเสียที่ย่อยสลายทำให้เกิดกรดและปล่อยโลหะหนักออกมา เป็นอันตรายต่อดินและระบบน้ำ,Translated
1,1619, , ,Skipped/Protected
1,1620,Plastic-to-fuel: ,พลาสติกเป็นเชื้อเพลิง:,Translated
1,1621,"Emerging technologies such as pyrolysis and hydrothermal treatment convert plastic into fuel. These processes require very high temperatures and ultimately produce another fossil fuel. While emissions may be lower than incineration, the full lifecycle emissions, including energy use and fuel combustion, are still not well understood. ",เทคโนโลยีเกิดใหม่ เช่น ไพโรไลซิสและการบำบัดด้วยความร้อนจะเปลี่ยนพลาสติกให้เป็นเชื้อเพลิง กระบวนการเหล่านี้ต้องใช้อุณหภูมิที่สูงมากและในที่สุดก็ผลิตเชื้อเพลิงฟอสซิลขึ้นมาอีก แม้ว่าการปล่อยก๊าซเรือนกระจกอาจต่ำกว่าการเผาทำลาย แต่การปล่อยก๊าซตลอดวงจรชีวิต ซึ่งรวมถึงการใช้พลังงานและการเผาไหม้เชื้อเพลิง ยังคงไม่เป็นที่เข้าใจกันดีนัก,Translated
1,1622, , ,Skipped/Protected
1,1623,Recycling: ,การรีไซเคิล:,Translated
1,1624,"Recycling is the most effective option from a climate perspective. It preserves the polymer structure, avoids fossil fuel extraction, and results in net negative carbon emissions. Recycling one additional metric ton of plastic can reduce emissions by 1.1 to 3 metric tons of carbon dioxide equivalent compared to using virgin fossil feedstock. ",การรีไซเคิลเป็นตัวเลือกที่มีประสิทธิภาพสูงสุดเมื่อพิจารณาจากมุมมองของสภาพอากาศ โดยจะรักษาโครงสร้างโพลีเมอร์ หลีกเลี่ยงการสกัดเชื้อเพลิงฟอสซิล และส่งผลให้เกิดการปล่อยก๊าซคาร์บอนสุทธิเป็นลบ การรีไซเคิลพลาสติกเพิ่มอีก 1 ตันสามารถลดการปล่อยก๊าซคาร์บอนไดออกไซด์ได้ 1.1 ถึง 3 เมตริกตันเทียบเท่าเมื่อเปรียบเทียบกับการใช้วัตถุดิบตั้งต้นฟอสซิลบริสุทธิ์,Translated
1,1625,Incineration,การเผา,Translated
1,1626,A quick disposal solution,วิธีแก้ปัญหาการกำจัดอย่างรวดเร็ว,Translated
1,1627,Burning one metric ton of plastic releases ,การเผาไหม้ขยะพลาสติกจำนวน 1 ตัน,Translated
1,1628,2.9 tons CO2e,คาร์บอนไดออกไซด์ 2.9 ตัน,Translated
1,1629,49,49,Skipped/Protected
1,1630,  Million Tons CO2e by 2030,ล้านตัน CO2e ภายในปี 2573,Translated
1,1631,91,91,Skipped/Protected
1,1632,  Million Tons CO2e by 2050,ล้านตัน CO2e ภายในปี 2593,Translated
1,1633,High Emissions,การปล่อยมลพิษสูง,Translated
1,1634,Landfilling,การฝังกลบ,Translated
1,1635,Produces fewer greenhouse gas emissions than incineration,ปล่อยก๊าซเรือนกระจกน้อยกว่าการเผาแบบเผา,Translated
1,1636,Most emissions come from: ,การปล่อยก๊าซเรือนกระจกส่วนใหญ่มาจาก:,Translated
1,1637,Sorting ,การเรียงลำดับ,Translated
1,1638,Handling ,การจัดการ,Translated
1,1639,Transportation ,การขนส่ง,Translated
1,1640,75%,75%,Skipped/Protected
1,1641,  of plastic waste in landfills,ของขยะพลาสติกในหลุมฝังกลบ,Translated
1,1642,Environmental Harm,อันตรายต่อสิ่งแวดล้อม,Translated
1,1643,Plastic-to-Fuel,พลาสติกเป็นเชื้อเพลิง,Translated
1,1644,Converts plastic into fuel,เปลี่ยนพลาสติกให้เป็นเชื้อเพลิง,Translated
1,1645,High Energy Use ,การใช้พลังงานสูง,Translated
1,1646,Fossil Fuel Output,ผลผลิตเชื้อเพลิงฟอสซิล,Translated
1,1647,Uncertain Impact,ผลกระทบที่ไม่แน่นอน,Translated
1,1648,Recycling,การรีไซเคิล,Translated
1,1649,Most effective option from a climate perspective,ตัวเลือกที่มีประสิทธิภาพสูงสุดจากมุมมองของสภาพอากาศ,Translated
1,1650,Recycling: ,การรีไซเคิล:,Translated
1,1651,Preserves the polymer structure ,คงโครงสร้างโพลีเมอร์ไว้,Translated
